593.322	20.462175	-33.047699	1210.557251
605.249	22.412722	40.119694	1225.379761
Event	250	Guns	2
636.684	-1.592638	-1.916526	1265.611450
556.165	22.429537	-3.895246	1163.575684
Event	251	Guns	2
611.275	-30.354429	27.423664	1233.145874
637.095	16.663799	25.980375	1265.749512
Event	252	Guns	2
605.212	-4.017150	-10.366372	1226.144409
638.839	-42.984127	7.611999	1267.545288
Event	253	Guns	2
575.053	-6.845056	32.076950	1187.522949
586.07	36.607342	13.437410	1201.357178
Event	254	Guns	2
568.786	23.379700	14.129787	1179.658325
587.448	22.568151	-26.327482	1203.238647
Event	255	Guns	2
587.909	11.087190	21.694239	1204.077515
583.657	-29.285339	11.482738	1198.513794
Event	256	Guns	2
632.116	39.539314	-3.716097	1259.294678
585.761	1.112638	-26.360605	1201.308105
Event	257	Guns	2
601.628	9.042692	4.685948	1221.634766
632.485	12.363956	-19.831120	1260.164062
Event	258	Guns	2
645.068	-23.424213	22.271437	1275.631104
633.452	-23.478500	-30.206150	1261.005981
Event	259	Guns	2
609.318	14.200281	-34.059052	1230.810425
645.835	-33.570824	-29.687275	1276.206421
Event	260	Guns	2
552.47	33.849720	28.732559	1158.194336
596.438	33.247425	-19.412462	1214.512695
Event	261	Guns	2
572.115	-12.636072	-41.591213	1183.429565
593.422	-10.231335	0.148112	1211.265381
Event	262	Guns	2
565.837	39.350498	2.268855	1175.541626
594.772	-16.562765	43.144684	1212.135742
Event	263	Guns	2
636.095	32.003670	24.247482	1264.243408
642.611	-23.048859	17.891571	1272.654175
Event	264	Guns	2
